MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,25.1994,91.0823,365.436,-274.354,2,214.038,192.858,1,0,2,0,214.038,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,48.9249,88.1615,251.041,-162.879,2,214.983,213.932,1,1,1,0,214.983,214.983
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,21.4512,791.626,305.89,485.736,2,274.312,266.292,1,1,2,1,274.312,274.312
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,116.166,633.099,406.305,226.794,2,221.497,210.33,1,1,2,1,221.497,221.497
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,38.3136,98.4505,310.781,-212.331,2,169.6,168.835,1,0,1,0,169.6,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,32.1362,89.3681,269.228,-179.86,2,206.058,204.941,1,1,1,0,206.058,206.058
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,79.9274,88.5815,341.688,-253.107,2,316.532,315.101,1,1,1,0,316.532,316.532
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,25.7283,90.4831,425.145,-334.662,2,281.827,280.165,1,1,1,0,281.827,281.827
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,69.5569,789.001,413.312,375.69,2,272.085,266.231,1,1,2,1,272.085,272.085
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,54.0233,730.316,318.209,412.107,2,274.493,264.32,1,1,2,1,274.493,274.493
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,90.5506,95.5785,308.86,-213.282,2,238.512,236.813,1,1,1,0,238.512,238.512
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,87.8251,949.528,316.374,633.154,2,329.287,308.85,1,1,3,1,329.287,329.287
